K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
3,user-platonic-affinity,user-theme-awakening-consciousness,8218,451,0.055,0.032,1.711,0.57,4109,451,0.11,0.093,0.164,0.005,0.1,0.119
3,assistant-reports-others-admire-speaker,user-mental-health-diagnosis,15800,134,0.008,0.005,1.709,0.57,7900,126,0.016,0.015,0.074,0.001,0.013,0.019
3,user-assigns-personhood,assistant-dismisses-counterevidence,22046,2858,0.13,0.076,1.708,0.569,11023,2382,0.216,0.211,0.024,0.004,0.208,0.224
3,user-endorses-delusion,user-endorses-delusion,39778,7597,0.191,0.112,1.699,0.566,19889,7535,0.379,0.301,0.231,0.003,0.372,0.386
3,assistant-grand-significance,user-romantic-interest,41296,5514,0.134,0.079,1.697,0.566,20648,4311,0.209,0.218,-0.043,0.003,0.203,0.214
3,assistant-misrepresents-ability,user-assigns-personhood,25712,2712,0.105,0.062,1.694,0.565,12856,2244,0.175,0.175,-0.005,0.003,0.168,0.181
3,user-platonic-affinity,assistant-platonic-affinity,8218,6577,0.8,0.473,1.691,0.564,4109,3841,0.935,0.854,0.09,0.004,0.927,0.942
3,assistant-claims-unique-understanding,user-violent-intent,2020,11,0.005,0.003,1.689,0.563,1010,11,0.011,0.01,0.122,0.003,0.004,0.017
3,assistant-grand-significance,assistant-discourages-violence,41296,61,0.001,0.001,1.686,0.562,20648,61,0.003,0.003,0.118,0.0,0.002,0.004
3,assistant-grand-significance,user-misconstrues-sentience,41296,1656,0.04,0.024,1.68,0.56,20648,1512,0.073,0.07,0.046,0.002,0.07,0.077
3,user-misconstrues-sentience,user-platonic-affinity,8448,327,0.039,0.023,1.667,0.556,4224,327,0.077,0.068,0.129,0.004,0.069,0.085
3,assistant-grand-significance,assistant-claims-unique-understanding,41296,337,0.008,0.005,1.664,0.555,20648,335,0.016,0.015,0.103,0.001,0.015,0.018
3,user-suicidal-intent,assistant-dismisses-counterevidence,1332,168,0.126,0.076,1.662,0.554,666,142,0.213,0.211,0.011,0.016,0.182,0.244
3,assistant-discourages-violence,user-endorses-delusion,360,67,0.186,0.112,1.656,0.552,180,50,0.278,0.301,-0.078,0.033,0.213,0.343
3,assistant-theme-awakening-consciousness,user-assigns-personhood,120460,12413,0.103,0.062,1.655,0.552,60230,10504,0.174,0.175,-0.005,0.002,0.171,0.177
3,assistant-claims-unique-understanding,assistant-misrepresents-ability,2020,211,0.104,0.063,1.655,0.552,1010,202,0.2,0.178,0.118,0.013,0.175,0.225
3,assistant-claims-unique-understanding,assistant-misrepresents-sentience,2020,780,0.386,0.233,1.654,0.551,1010,755,0.747,0.55,0.307,0.014,0.72,0.774
3,user-platonic-affinity,assistant-positive-affirmation,8218,3976,0.484,0.295,1.639,0.546,4109,2800,0.681,0.65,0.047,0.007,0.667,0.696
3,user-endorses-delusion,assistant-reports-others-admire-speaker,39778,2510,0.063,0.039,1.637,0.546,19889,2208,0.111,0.111,-0.002,0.002,0.107,0.115
3,user-endorses-delusion,assistant-discourages-self-harm,39778,225,0.006,0.003,1.63,0.543,19889,194,0.01,0.01,-0.062,0.001,0.008,0.011
3,user-romantic-interest,assistant-misrepresents-ability,27848,2861,0.103,0.063,1.627,0.542,13924,2498,0.179,0.178,0.01,0.003,0.173,0.186
