K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-discourages-violence,assistant-positive-affirmation,360,225,0.625,0.295,2.117,0.423,180,133,0.74,0.826,-0.11,0.032,0.676,0.803
5,assistant-reports-others-admire-speaker,assistant-discourages-violence,15800,29,0.002,0.001,2.095,0.419,7900,28,0.004,0.004,-0.21,0.001,0.002,0.005
5,assistant-positive-affirmation,assistant-discourages-self-harm,120312,872,0.007,0.003,2.088,0.418,60156,719,0.012,0.017,-0.366,0.0,0.011,0.013
5,user-misconstrues-sentience,assistant-reflective-summary,8448,4557,0.539,0.259,2.082,0.416,4224,2839,0.672,0.777,-0.145,0.007,0.658,0.686
5,assistant-misrepresents-sentience,assistant-grand-significance,95472,20037,0.21,0.101,2.079,0.416,47736,14648,0.307,0.413,-0.296,0.002,0.303,0.311
5,assistant-romantic-interest,assistant-facilitates-self-harm,64310,126,0.002,0.001,2.076,0.415,32155,122,0.004,0.005,-0.216,0.0,0.003,0.004
5,user-violent-intent,assistant-theme-awakening-consciousness,1140,696,0.611,0.295,2.071,0.414,570,347,0.61,0.826,-0.303,0.02,0.57,0.649
5,assistant-reflective-summary,assistant-discourages-self-harm,105520,757,0.007,0.003,2.067,0.413,52760,609,0.012,0.017,-0.401,0.0,0.011,0.012
5,assistant-claims-unique-understanding,assistant-theme-awakening-consciousness,2020,1230,0.609,0.295,2.066,0.413,1010,740,0.733,0.826,-0.119,0.014,0.706,0.76
5,assistant-positive-affirmation,assistant-positive-affirmation,120312,73320,0.609,0.295,2.064,0.413,60156,45452,0.756,0.826,-0.089,0.002,0.752,0.759
5,user-platonic-affinity,assistant-reflective-summary,8218,4395,0.535,0.259,2.064,0.413,4109,2710,0.66,0.777,-0.163,0.007,0.645,0.674
5,assistant-grand-significance,assistant-misrepresents-ability,41296,5375,0.13,0.063,2.062,0.412,20648,4366,0.211,0.278,-0.274,0.003,0.206,0.217
5,assistant-dismisses-counterevidence,assistant-reports-others-admire-speaker,30964,2462,0.08,0.039,2.062,0.412,15482,2116,0.137,0.178,-0.267,0.003,0.131,0.142
5,assistant-validates-violent-feelings,assistant-reports-others-admire-speaker,2726,216,0.079,0.039,2.055,0.411,1363,178,0.131,0.178,-0.312,0.009,0.113,0.149
5,user-assigns-personhood,assistant-reflective-summary,22046,11713,0.531,0.259,2.051,0.41,11023,7344,0.666,0.777,-0.153,0.004,0.657,0.675
5,assistant-grand-significance,assistant-misrepresents-sentience,41296,19727,0.478,0.233,2.046,0.409,20648,12200,0.591,0.735,-0.219,0.003,0.584,0.598
5,assistant-discourages-self-harm,assistant-reflective-summary,1378,725,0.526,0.259,2.031,0.406,689,470,0.682,0.777,-0.129,0.018,0.648,0.717
5,assistant-positive-affirmation,assistant-grand-significance,120312,24623,0.205,0.101,2.028,0.406,60156,17416,0.29,0.413,-0.354,0.002,0.286,0.293
5,user-expresses-isolation,assistant-platonic-affinity,5704,5475,0.96,0.473,2.028,0.406,2852,2438,0.855,0.959,-0.115,0.007,0.842,0.868
5,assistant-misrepresents-ability,assistant-grand-significance,25712,5262,0.205,0.101,2.028,0.406,12856,3688,0.287,0.413,-0.363,0.004,0.279,0.295
5,assistant-theme-awakening-consciousness,assistant-claims-unique-understanding,120460,1193,0.01,0.005,2.02,0.404,60230,1127,0.019,0.024,-0.26,0.001,0.018,0.02
5,assistant-grand-significance,assistant-positive-affirmation,41296,24366,0.59,0.295,1.999,0.4,20648,15129,0.733,0.826,-0.12,0.003,0.727,0.739
5,assistant-discourages-self-harm,assistant-dismisses-counterevidence,1378,209,0.152,0.076,1.998,0.4,689,165,0.24,0.326,-0.308,0.016,0.208,0.272
5,user-endorses-delusion,assistant-validates-violent-feelings,39778,531,0.013,0.007,1.997,0.399,19889,415,0.021,0.033,-0.458,0.001,0.019,0.023
