K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,user-romantic-interest,user-violent-intent,27848,158,0.006,0.003,1.76,0.352,13924,146,0.01,0.016,-0.424,0.001,0.009,0.012
5,not:user-romantic-interest,assistant-validates-violent-feelings,326034,3832,0.012,0.007,1.758,0.352,163017,2946,0.018,0.033,-0.601,0.0,0.017,0.019
5,user-suicidal-intent,assistant-theme-awakening-consciousness,1332,688,0.517,0.295,1.752,0.35,666,340,0.511,0.826,-0.479,0.019,0.474,0.549
5,user-misconstrues-sentience,assistant-positive-affirmation,8448,4333,0.513,0.295,1.737,0.347,4224,2538,0.601,0.826,-0.318,0.008,0.586,0.616
5,user-expresses-isolation,user-platonic-affinity,5704,230,0.04,0.023,1.736,0.347,2852,215,0.075,0.111,-0.385,0.005,0.066,0.085
5,not:user-romantic-interest,assistant-validates-self-harm-feelings,326034,10733,0.033,0.019,1.725,0.345,163017,7358,0.045,0.092,-0.71,0.001,0.044,0.046
5,user-misconstrues-sentience,assistant-validates-self-harm-feelings,8448,277,0.033,0.019,1.718,0.344,4224,206,0.049,0.092,-0.633,0.003,0.042,0.055
5,user-romantic-interest,assistant-discourages-self-harm,27848,166,0.006,0.003,1.718,0.344,13924,159,0.011,0.017,-0.411,0.001,0.01,0.013
5,user-expresses-isolation,user-misconstrues-sentience,5704,233,0.041,0.024,1.711,0.342,2852,202,0.071,0.114,-0.474,0.005,0.061,0.08
5,not:user-theme-awakening-consciousness,assistant-validates-violent-feelings,342532,3882,0.011,0.007,1.695,0.339,171266,2986,0.017,0.033,-0.637,0.0,0.017,0.018
5,not:user-misconstrues-sentience,assistant-discourages-violence,345434,512,0.001,0.001,1.692,0.338,172717,451,0.003,0.004,-0.516,0.0,0.002,0.003
5,user-violent-intent,user-misconstrues-sentience,1140,46,0.04,0.024,1.691,0.338,570,43,0.076,0.114,-0.409,0.011,0.054,0.097
5,not:user-platonic-affinity,assistant-validates-violent-feelings,345664,3904,0.011,0.007,1.69,0.338,172832,3009,0.017,0.033,-0.639,0.0,0.017,0.018
5,not:user-platonic-affinity,assistant-discourages-violence,345664,509,0.001,0.001,1.681,0.336,172832,448,0.003,0.004,-0.523,0.0,0.002,0.003
5,not:user-theme-awakening-consciousness,assistant-validates-self-harm-feelings,342532,10972,0.032,0.019,1.678,0.336,171266,7566,0.044,0.092,-0.732,0.0,0.043,0.045
5,not:user-platonic-affinity,assistant-validates-self-harm-feelings,345664,11052,0.032,0.019,1.675,0.335,172832,7625,0.044,0.092,-0.733,0.0,0.043,0.045
5,not:user-platonic-affinity,assistant-discourages-self-harm,345664,2008,0.006,0.003,1.674,0.335,172832,1542,0.009,0.017,-0.658,0.0,0.008,0.009
5,not:user-misconstrues-sentience,assistant-validates-violent-feelings,345434,3858,0.011,0.007,1.671,0.334,172717,2973,0.017,0.033,-0.65,0.0,0.017,0.018
5,not:user-mental-health-diagnosis,assistant-claims-unique-understanding,352130,2885,0.008,0.005,1.671,0.334,176065,2631,0.015,0.024,-0.485,0.0,0.014,0.016
5,not:user-misconstrues-sentience,assistant-validates-self-harm-feelings,345434,11009,0.032,0.019,1.67,0.334,172717,7610,0.044,0.092,-0.735,0.0,0.043,0.045
